,client_id,date_order,quantity,sales_net,data_order_year_2017,data_order_year_2018,data_order_year_2019,data_order_quarter_1,data_order_quarter_2,data_order_quarter_3,data_order_quarter_4
40444644,1980801,2019-01-02,0.0054450496,303.7369,0,0,1,1,0,0,0
42889201,1354072,2019-02-04,0.00022224693,44.929733,0,0,1,1,0,0,0
54862604,163178,2019-06-27,0.0010001111,6.78132,0,0,1,0,1,0,0
1345468,131910,2017-10-12,0.00022224693,25.0516,1,0,0,0,0,0,1
14698872,816316,2018-03-09,0.0,196.2912,0,1,0,1,0,0,0
23085136,401992,2018-06-22,0.0010001111,15.62988,0,1,0,0,1,0,0
31191667,1461642,2018-09-21,0.0,9.936,0,1,0,0,0,1,0
19969963,68305,2018-05-21,0.0,3.4776,0,1,0,0,1,0,0
9043251,1995096,2018-01-04,0.0,5.0232,0,1,0,1,0,0,0
56980173,602317,2019-07-18,0.0,32.2368,0,0,1,0,0,1,0
16405949,883697,2018-03-14,0.0023335929,204.89236,0,1,0,1,0,0,0
5219146,546752,2017-11-23,0.0010001111,2.898,1,0,0,0,0,0,1
31970695,250790,2018-10-04,0.0,186.3,0,1,0,0,0,0,1
61734506,349698,2019-09-05,0.00044449384,82.0732,0,0,1,0,0,1,0
43352795,2094881,2019-02-07,0.0,249.8076,0,0,1,1,0,0,0
5354677,626532,2017-11-24,0.00044449384,27.78952,1,0,0,0,0,0,1
34672768,210263,2018-10-25,0.000111123445,75.164,0,1,0,0,0,0,1
3291737,1277856,2017-11-03,0.011001223,117.60912,1,0,0,0,0,0,1
5296268,67305,2017-11-24,0.0015557284,7.18704,1,0,0,0,0,0,1
31550451,655693,2018-09-11,0.0,31.9056,0,1,0,0,0,1,0
35689721,255794,2018-11-09,0.016557395,113.59258,0,1,0,0,0,0,1
29337673,660495,2018-08-27,0.0013334815,141.74086,0,1,0,0,0,1,0
7267628,776321,2017-12-14,0.0021113458,1230.8036,1,0,0,0,0,0,1
58464049,506321,2019-08-02,0.00022224693,6.6976,0,0,1,0,0,1,0
10342378,1904155,2018-01-15,0.0,738.3,0,1,0,1,0,0,0
12953335,1434802,2018-02-21,0.011001223,78.84989,0,1,0,1,0,0,0
7682346,278234,2017-12-06,0.0,6.5688,1,0,0,0,0,0,1
53358753,554149,2019-06-10,0.0021113458,59.86164,0,0,1,0,1,0,0
55232710,351570,2019-07-03,0.000111123445,218.132,0,0,1,0,0,1,0
5011504,1219515,2017-11-22,0.0023335929,139.64973,1,0,0,0,0,0,1
40394490,65304,2019-01-01,0.00055561727,789.958,0,0,1,1,0,0,0
18922327,1642173,2018-04-20,0.00055561727,624.53125,0,1,0,0,1,0,0
33252661,2147782,2018-10-18,0.011001223,0.018492,0,1,0,0,0,0,1
30324404,2198424,2018-08-20,0.0021113458,131.37875,0,1,0,0,0,1,0
39861313,825720,2018-12-27,0.000111123445,38.088,0,1,0,0,0,0,1
11189904,1729848,2018-01-24,0.0,42.78,0,1,0,1,0,0,0
25398175,2134607,2018-07-17,0.0054450496,453.98853,0,1,0,0,0,1,0
10230284,1386568,2018-01-12,0.033225916,191.86324,0,1,0,1,0,0,0
51343336,644440,2019-05-17,0.0,31.5192,0,0,1,0,1,0,0
24951301,1409811,2018-07-05,0.0011112345,22.256474,0,1,0,0,0,1,0
59892205,2207247,2019-08-19,0.0010001111,699.22943,0,0,1,0,0,1,0
18081691,294288,2018-04-16,0.0,92.6808,0,1,0,0,1,0,0
54579243,917584,2019-06-24,0.0,150.8616,0,0,1,0,1,0,0
40014998,1527997,2018-12-31,0.0,31.2432,0,1,0,0,0,0,1
16425216,31840,2018-03-28,0.0,26.1924,0,1,0,1,0,0,0
4761106,1018764,2017-11-20,0.00022224693,13.6528,1,0,0,0,0,0,1
11400568,744748,2018-02-02,0.00022224693,34.454,0,1,0,1,0,0,0
13190120,510755,2018-02-21,0.0,19.9548,0,1,0,1,0,0,0
25993969,1832607,2018-07-26,0.0,13.2204,0,1,0,0,0,1,0
34842936,1884065,2018-10-31,0.0054450496,225.7956,0,1,0,0,0,0,1
54567328,1335672,2019-06-25,0.0,8.832,0,0,1,0,1,0,0
17348969,2065425,2018-04-11,0.0,41.4,0,1,0,0,1,0,0
57341939,608546,2019-07-23,0.00033337035,17.1396,0,0,1,0,0,1,0
56893262,1611805,2019-07-02,0.00033337035,8.0316,0,0,1,0,0,1,0
38050523,1598629,2018-12-10,0.0,10.4052,0,1,0,0,0,0,1
57148977,186884,2019-07-04,0.0,185.7204,0,0,1,0,0,1,0
60671506,106052,2019-08-22,0.0,2.76,0,0,1,0,0,1,0
47018258,549466,2019-03-19,0.0,16.2288,0,0,1,1,0,0,0
16337362,907404,2018-03-27,0.011001223,117.90499,0,1,0,1,0,0,0
16649200,2035486,2018-03-29,0.011001223,25.33404,0,1,0,1,0,0,0
52369194,802673,2019-03-15,0.0,26667.12,0,0,1,1,0,0,0
30516977,1590951,2018-09-11,0.0,475.1616,0,1,0,0,0,1,0
5003681,972355,2017-11-22,0.0,9.2184,1,0,0,0,0,0,1
58195088,1803756,2019-07-31,0.0054450496,224.84781,0,0,1,0,0,1,0
60071085,31878,2019-08-19,0.0,21.9696,0,0,1,0,0,1,0
13061454,439498,2018-02-22,0.0032225805,214.97702,0,1,0,1,0,0,0
38116191,1148306,2018-12-06,0.000111123445,239.292,0,1,0,0,0,0,1
46034493,387665,2019-03-08,0.0054450496,465.3991,0,0,1,1,0,0,0
17948906,951757,2018-04-18,0.0,178.848,0,1,0,0,1,0,0
51287656,980858,2019-05-17,0.011001223,188.98824,0,0,1,0,1,0,0
19742859,39757,2018-05-14,0.0,7.3416,0,1,0,0,1,0,0
38525567,2209167,2018-11-26,0.0,27.5724,0,1,0,0,0,0,1
30267673,2231389,2018-09-10,0.000111123445,13.593,0,1,0,0,0,1,0
42236279,866239,2019-01-14,0.00033337035,109.7514,0,0,1,1,0,0,0
40535822,1314676,2019-01-04,0.0054450496,368.4092,0,0,1,1,0,0,0
48214441,83833,2019-03-29,0.00033337035,8.6112,0,0,1,1,0,0,0
5358950,1989563,2017-11-27,0.011001223,22.708176,1,0,0,0,0,0,1
21196570,619586,2018-06-05,0.00033337035,104.328,0,1,0,0,1,0,0
16362593,2189190,2018-03-28,0.0,13.5516,0,1,0,1,0,0,0
30655968,184887,2018-08-31,0.0,24.8124,0,1,0,0,0,1,0
39340521,1860260,2018-11-22,0.0021113458,5152.929,0,1,0,0,0,0,1
36058568,1517824,2018-11-13,0.0,619.3164,0,1,0,0,0,0,1
31862624,746601,2018-09-28,0.00022224693,1.0304,0,1,0,0,0,1,0
58016127,1853750,2019-07-31,0.0,17.9124,0,0,1,0,0,1,0
48490846,804554,2019-04-09,0.0,157.32,0,0,1,0,1,0,0
60669792,1218924,2019-08-26,0.00022224693,66.22467,0,0,1,0,0,1,0
58313197,1586814,2019-08-02,0.00033337035,314.847,0,0,1,0,0,1,0
45801604,362393,2019-03-11,0.0054450496,53.205994,0,0,1,1,0,0,0
16624254,1404961,2018-03-28,0.0,4.2504,0,1,0,1,0,0,0
24711045,1195140,2018-06-18,0.0,197.0364,0,1,0,0,1,0,0
30931511,1508312,2018-09-13,0.00044449384,5.48504,0,1,0,0,0,1,0
39779220,1525717,2018-12-19,0.00033337035,327.9708,0,1,0,0,0,0,1
11869037,2256565,2018-02-08,0.0,13.8828,0,1,0,1,0,0,0
25484998,1722876,2018-07-18,0.00066674076,19.793142,0,1,0,0,0,1,0
8322036,848962,2017-12-27,0.0,3.2568,1,0,0,0,0,0,1
62760661,1188323,2019-09-03,0.0010001111,41.7312,0,0,1,0,0,1,0
30110923,2199738,2018-09-05,0.00066674076,46.40743,0,1,0,0,0,1,0
10701142,685971,2018-01-24,0.0,147.4668,0,1,0,1,0,0,0
49438788,1611312,2019-04-17,0.00055561727,205.39307,0,0,1,0,1,0,0
27793181,596964,2018-08-06,0.04433826,91.89392,0,1,0,0,0,1,0
61021318,780737,2019-08-30,0.000111123445,25.783,0,0,1,0,0,1,0
62683301,695251,2019-09-13,0.0,207.69,0,0,1,0,0,1,0
37455343,1026646,2018-11-22,0.0,314.4744,0,1,0,0,0,0,1
33398263,948017,2018-10-17,0.002666963,121.69171,0,1,0,0,0,0,1
4832362,255794,2017-11-20,0.0,45.8988,1,0,0,0,0,0,1
583790,434367,2017-10-25,0.0,29.7528,1,0,0,0,0,0,1
1771436,1815987,2017-10-12,0.00033337035,53.1576,1,0,0,0,0,0,1
7997512,259345,2017-12-21,0.0,1360.6523,1,0,0,0,0,0,1
58303915,1073335,2019-08-02,0.00033337035,255.852,0,0,1,0,0,1,0
56583015,796175,2019-07-12,0.011001223,100.79989,0,0,1,0,0,1,0
35011062,1879083,2018-11-05,0.000111123445,20.884,0,1,0,0,0,0,1
5469412,1315091,2017-11-24,0.008778753,452.30295,1,0,0,0,0,0,1
7608403,1773169,2017-12-14,0.000111123445,343.321,1,0,0,0,0,0,1
46756397,1172523,2019-03-19,0.0,15.9528,0,0,1,1,0,0,0
52529754,1998666,2019-05-30,0.011001223,43.622627,0,0,1,0,1,0,0
48323370,378412,2019-04-08,0.0,36.7908,0,0,1,0,1,0,0
49308136,29960,2019-04-01,0.0,211.3608,0,0,1,0,1,0,0
43191654,954193,2019-02-06,0.00022224693,16.2932,0,0,1,1,0,0,0
20700518,188926,2018-05-29,0.008778753,26.6616,0,1,0,0,1,0,0
58826219,1824559,2019-08-08,0.0,11.2884,0,0,1,0,0,1,0
50266562,618195,2019-04-15,0.0015557284,70.33032,0,0,1,0,1,0,0
40295291,430146,2018-12-31,0.0,92.736,0,1,0,0,0,0,1
46400875,1992150,2019-03-12,0.00022224693,27.5632,0,0,1,1,0,0,0
18758593,990560,2018-04-30,0.0,7.0656,0,1,0,0,1,0,0
62451855,1170953,2019-09-12,0.00022224693,10.626,0,0,1,0,0,1,0
40740845,831440,2019-01-03,0.0,4.6092,0,0,1,1,0,0,0
14384341,249589,2018-03-08,0.0028892101,31.015926,0,1,0,1,0,0,0
27400799,927616,2018-08-10,0.0,99.7464,0,1,0,0,0,1,0
20041342,941849,2018-05-22,0.00033337035,235.98,0,1,0,0,1,0,0
36229913,45025,2018-11-16,0.0,272.8536,0,1,0,0,0,0,1
51723412,851502,2019-05-14,0.04433826,91.120155,0,0,1,0,1,0,0
61427047,2221534,2019-09-02,0.0030003334,87.59353,0,0,1,0,0,1,0
7559126,286412,2017-12-20,0.00022224693,7.105467,1,0,0,0,0,0,1
15819145,877434,2018-03-14,0.0,100.188,0,1,0,1,0,0,0
22457211,1173935,2018-06-15,0.000111123445,13.501,0,1,0,0,1,0,0
24050479,555677,2018-07-04,0.0,178.3788,0,1,0,0,0,1,0
50195699,690198,2019-04-24,0.0,12.834,0,0,1,0,1,0,0
7371935,218925,2017-12-19,0.011001223,89.72318,1,0,0,0,0,0,1
48709964,207245,2019-04-10,0.0,210.864,0,0,1,0,1,0,0
10652608,1929941,2018-01-22,0.02211357,262.9662,0,1,0,1,0,0,0
18209279,657899,2018-04-23,0.011001223,58.50869,0,1,0,0,1,0,0
47057400,528667,2019-02-19,0.0,135.9852,0,0,1,1,0,0,0
8643039,1067556,2018-01-03,0.0,3.9468,0,1,0,1,0,0,0
58626051,362446,2019-07-29,0.00033337035,111.159,0,0,1,0,0,1,0
36993802,1444500,2018-11-26,0.00022224693,32.4576,0,1,0,0,0,0,1
49175856,2135602,2019-04-17,0.0054450496,42.55736,0,0,1,0,1,0,0
20562804,127575,2018-05-29,0.0010001111,25.5024,0,1,0,0,1,0,0
29288732,1705796,2018-08-21,0.00033337035,102.9411,0,1,0,0,0,1,0
59425822,1665802,2019-08-14,0.0054450496,187.43822,0,0,1,0,0,1,0
3087322,1822464,2017-10-10,0.000111123445,72.887,1,0,0,0,0,0,1
414947,1277522,2017-09-26,0.0,36.4596,1,0,0,0,0,1,0
2913104,1495580,2017-10-23,0.0,29.8908,1,0,0,0,0,0,1
40923481,1432531,2019-01-11,0.000111123445,282.854,0,0,1,1,0,0,0
9962426,1609458,2018-01-16,0.00044449384,74.86776,0,1,0,1,0,0,0
16269153,893325,2018-03-28,0.0,19.3476,0,1,0,1,0,0,0
61080211,942459,2019-08-22,0.0,63.4248,0,0,1,0,0,1,0
29653544,734322,2018-08-30,0.033225916,573.98627,0,1,0,0,0,1,0
42864476,1371503,2019-02-05,0.00022224693,297.0128,0,0,1,1,0,0,0
20815487,472992,2018-05-31,0.0,58.8432,0,1,0,0,1,0,0
7755917,235543,2017-12-19,0.0010001111,200.6382,1,0,0,0,0,0,1
61689687,1559577,2019-09-03,0.011001223,112.06152,0,0,1,0,0,1,0
57722062,576329,2019-07-12,0.0,10.8468,0,0,1,0,0,1,0
48480212,539483,2019-04-09,0.0007778642,12.60975,0,0,1,0,1,0,0
58841677,751713,2019-08-07,0.00033337035,129.0645,0,0,1,0,0,1,0
9441447,2089378,2017-12-22,0.0,6.0168,1,0,0,0,0,0,1
47030770,324012,2019-03-21,0.0,0.552,0,0,1,1,0,0,0
48619351,1056862,2019-04-04,0.000111123445,124.154,0,0,1,0,1,0,0
55773729,819976,2019-07-03,0.002666963,56.228928,0,0,1,0,0,1,0
50161535,1799384,2019-04-25,0.0,262.2,0,0,1,0,1,0,0
22644794,69248,2018-06-13,0.000111123445,145.544,0,1,0,0,1,0,0
20587458,1246822,2018-05-28,0.0,38.9436,0,1,0,0,1,0,0
27209041,407858,2018-08-08,0.00033337035,50.301,0,1,0,0,0,1,0
51285486,739204,2019-05-14,0.02211357,725.9977,0,0,1,0,1,0,0
44852774,138242,2019-02-13,0.000111123445,214.521,0,0,1,1,0,0,0
60223891,1632557,2019-08-21,0.000111123445,16.031,0,0,1,0,0,1,0
57396946,2171433,2019-07-17,0.0,96.1032,0,0,1,0,0,1,0
11705521,372816,2018-02-08,0.000111123445,1838.252,0,1,0,1,0,0,0
47124019,269085,2019-03-21,0.00033337035,2.07,0,0,1,1,0,0,0
40326475,417576,2019-01-03,0.0012223581,16.33,0,0,1,1,0,0,0
55840909,1813666,2019-07-08,0.0,218.9784,0,0,1,0,0,1,0
16174791,793529,2018-03-26,0.00033337035,46.6164,0,1,0,1,0,0,0
16800,149529,2017-09-26,0.0,39.6336,1,0,0,0,0,1,0
443581,1964786,2017-10-19,0.00033337035,28.0692,1,0,0,0,0,0,1
29875056,542749,2018-09-05,0.00022224693,32.7152,0,1,0,0,0,1,0
12075098,569941,2018-02-12,0.00055561727,24.537933,0,1,0,1,0,0,0
42680672,1870257,2019-01-31,0.000111123445,0.736,0,0,1,1,0,0,0
46760243,1773169,2019-03-19,0.000111123445,15.962,0,0,1,1,0,0,0
32038248,747888,2018-10-03,0.008223136,25.0056,0,1,0,0,0,0,1
50976521,2085897,2019-05-13,0.0054450496,272.66446,0,0,1,0,1,0,0
10413803,1999070,2018-01-19,0.0,11.9508,0,1,0,1,0,0,0
15193645,1794290,2018-03-15,0.000111123445,156.354,0,1,0,1,0,0,0
10134150,1109865,2018-01-18,0.00022224693,0.966,0,1,0,1,0,0,0
41781821,673114,2019-01-18,0.00033337035,538.1172,0,0,1,1,0,0,0
7905701,755901,2017-12-22,0.00022224693,16.6152,1,0,0,0,0,0,1
62051847,1659702,2019-09-09,0.0062229135,223.79485,0,0,1,0,0,1,0
58398558,1491870,2019-08-05,0.0021113458,121.04348,0,0,1,0,0,1,0
30385921,1115021,2018-09-10,0.0054450496,66.660805,0,1,0,0,0,1,0
31178655,1902691,2018-09-14,0.0,24.564,0,1,0,0,0,1,0
53072099,1202722,2019-06-05,0.000111123445,10.695,0,0,1,0,1,0,0
32970181,1207422,2018-10-08,0.0,24.15,0,1,0,0,0,0,1
12157980,242237,2018-02-13,0.00044449384,9.9176,0,1,0,1,0,0,0
16083553,1791562,2018-03-23,0.00022224693,5.0017333,0,1,0,1,0,0,0
30225239,2180869,2018-09-05,0.011001223,30.14196,0,1,0,0,0,1,0
13808144,1533591,2018-02-26,0.0,77.0868,0,1,0,1,0,0,0
19610255,340652,2018-05-15,0.0,20.6172,0,1,0,0,1,0,0
15088322,1539124,2018-03-15,0.002666963,508.4814,0,1,0,1,0,0,0
36304598,78923,2018-11-19,0.0010001111,16.78908,0,1,0,0,0,0,1
5928087,216645,2017-11-29,0.011001223,16.883196,1,0,0,0,0,0,1
304772,476807,2017-10-18,0.00044449384,44.3256,1,0,0,0,0,0,1
37839488,240088,2018-12-06,0.0,13.3584,0,1,0,0,0,0,1
24506764,1102629,2018-07-10,0.00044449384,26.45368,0,1,0,0,0,1,0
26769858,145420,2018-08-01,0.0021113458,33.8537,0,1,0,0,0,1,0
45570,1740332,2017-09-26,0.000111123445,3.197,1,0,0,0,0,1,0
62632671,273277,2019-09-17,0.02211357,20.917765,0,0,1,0,0,1,0
43402534,853844,2019-02-07,0.0,125.856,0,0,1,1,0,0,0
51831214,823535,2019-05-02,0.00044449384,67.23728,0,0,1,0,1,0,0
10680670,1651350,2018-01-29,0.0,23.5704,0,1,0,1,0,0,0
19341151,826261,2018-05-03,0.011001223,178.57724,0,1,0,0,1,0,0
27355296,2150816,2018-08-09,0.00033337035,158.2722,0,1,0,0,0,1,0
22724656,723059,2018-06-22,0.0,46.3956,0,1,0,0,1,0,0
62151230,790820,2019-09-05,0.0,30.4428,0,0,1,0,0,1,0
56588433,1195797,2019-07-16,0.0,397.854,0,0,1,0,0,1,0
56829351,641757,2019-07-18,0.0054450496,32.18749,0,0,1,0,0,1,0
19824316,250977,2018-05-21,0.0018890988,8.1696,0,1,0,0,1,0,0
4225744,1336351,2017-11-14,0.011001223,109.65756,1,0,0,0,0,0,1
56037289,1191988,2019-07-08,0.0,446.0988,0,0,1,0,0,1,0
14565385,1772686,2018-03-09,0.0021113458,483.9476,0,1,0,1,0,0,0
37753580,876878,2018-12-03,0.000111123445,1044.016,0,1,0,0,0,0,1
44191350,1396863,2019-02-20,0.00033337035,67.3785,0,0,1,1,0,0,0
53089020,1279842,2019-06-06,0.00022224693,27.649067,0,0,1,0,1,0,0
19852264,1562357,2018-05-18,0.0021113458,26.15882,0,1,0,0,1,0,0
21529611,714500,2018-06-08,0.000111123445,60.03,0,1,0,0,1,0,0
61807607,2005552,2019-09-04,0.0,23.736,0,0,1,0,0,1,0
45372941,1598080,2019-03-01,0.011001223,16.513355,0,0,1,1,0,0,0
37541572,998578,2018-12-04,0.0,328.44,0,1,0,0,0,0,1
9345339,832357,2018-01-09,0.0,121.8264,0,1,0,1,0,0,0
19056548,2059146,2018-05-01,0.02211357,332.36002,0,1,0,0,1,0,0
12512624,731928,2018-02-15,0.0,8.6664,0,1,0,1,0,0,0
11739526,178746,2018-02-07,0.002666963,59.96376,0,1,0,1,0,0,0
58886023,1106036,2019-08-08,0.0,17.94,0,0,1,0,0,1,0
33080982,2191323,2018-10-16,0.0037781976,731.62134,0,1,0,0,0,0,1
10761070,407772,2018-01-04,0.0043338146,294.354,0,1,0,1,0,0,0
14015745,2216011,2018-03-05,0.000111123445,73.853,0,1,0,1,0,0,0
15489929,884568,2018-03-07,0.00022224693,940.24,0,1,0,1,0,0,0
12234008,1538093,2018-02-12,0.002666963,24.49224,0,1,0,1,0,0,0
46886097,1605331,2019-03-21,0.00033337035,0.9936,0,0,1,1,0,0,0
772764,2231172,2017-10-23,0.00044449384,9.93784,1,0,0,0,0,0,1
3718167,538039,2017-11-06,0.02211357,14.055852,1,0,0,0,0,0,1
17586674,2168808,2018-04-13,0.000111123445,11.799,0,1,0,0,1,0,0
19136,2005587,2017-09-29,0.0,27.324,1,0,0,0,0,1,0
12192750,1443340,2018-02-13,0.0,124.0068,0,1,0,1,0,0,0
59966468,723059,2019-08-16,0.0,14.8212,0,0,1,0,0,1,0
16071662,1926244,2018-03-20,0.0007778642,461.98605,0,1,0,1,0,0,0
8124230,44306,2017-12-27,0.0024447162,1426.92,1,0,0,0,0,0,1
21495541,1579011,2018-05-23,0.000111123445,1.909,0,1,0,0,1,0,0
31095810,128884,2018-09-20,0.000111123445,9.062,0,1,0,0,0,1,0
18581019,1672223,2018-04-26,0.000111123445,15.893,0,1,0,0,1,0,0
25048342,31271,2018-07-13,0.000111123445,81.236,0,1,0,0,0,1,0
29176207,1760814,2018-08-27,0.000111123445,42.504,0,1,0,0,0,1,0
3545741,1789729,2017-11-07,0.0,0.2208,1,0,0,0,0,0,1
10591488,1336918,2018-01-22,0.000111123445,196.282,0,1,0,1,0,0,0
23574103,1366779,2018-06-28,0.0,10.2948,0,1,0,0,1,0,0
62832410,1049145,2019-08-28,0.0054450496,24.047695,0,0,1,0,0,1,0
22884482,2068652,2018-06-22,0.011001223,18.972792,0,1,0,0,1,0,0
20489380,269678,2018-05-28,0.00044449384,37.62616,0,1,0,0,1,0,0
33394678,1808524,2018-06-11,0.0025558397,1758.12,0,1,0,0,1,0,0
56714346,1015257,2019-07-08,0.00044449384,141.5788,0,0,1,0,0,1,0
35684030,1658672,2018-11-05,0.0010001111,52.66632,0,1,0,0,0,0,1
8726309,618020,2018-01-03,0.0,11.6472,0,1,0,1,0,0,0
58345129,25008,2019-08-06,0.0043338146,0.07452,0,0,1,0,0,1,0
53992646,1263400,2019-06-18,0.000111123445,20.608,0,0,1,0,1,0,0
42588906,591567,2019-01-29,0.0,4.9404,0,0,1,1,0,0,0
54803741,18279,2019-06-26,0.000111123445,0.92,0,0,1,0,1,0,0
33321125,73301,2018-10-18,0.00044449384,1.6192,0,1,0,0,0,0,1
33182358,2215351,2018-10-16,0.0,34.5276,0,1,0,0,0,0,1
43171436,1168843,2019-02-04,0.000111123445,14.904,0,0,1,1,0,0,0
52670169,733145,2019-06-04,0.0,19.0992,0,0,1,0,1,0,0
49365210,1862878,2019-04-16,0.011001223,53.44188,0,0,1,0,1,0,0
44716569,2234246,2019-02-26,0.000111123445,69.069,0,0,1,1,0,0,0
52977990,864524,2019-06-05,0.0,41.5656,0,0,1,0,1,0,0
53800253,1172010,2019-06-03,0.00033337035,444.8016,0,0,1,0,1,0,0
34539625,734583,2018-10-30,0.000111123445,49.68,0,1,0,0,0,0,1
46604801,870532,2019-03-18,0.000111123445,5.681,0,0,1,1,0,0,0
22832243,1956718,2018-06-21,0.0,318.2832,0,1,0,0,1,0,0
49141568,443498,2019-04-12,0.0,9.2184,0,0,1,0,1,0,0
46726727,1246219,2019-03-19,0.0,53.82,0,0,1,1,0,0,0
14677038,2011450,2018-03-12,0.0,41.0964,0,1,0,1,0,0,0
6607623,1671253,2017-12-07,0.00033337035,384.7716,1,0,0,0,0,0,1
18776502,2041169,2018-04-19,0.0043338146,66.3228,0,1,0,0,1,0,0
59962903,1150764,2019-08-19,0.00022224693,282.9736,0,0,1,0,0,1,0
5108906,502685,2017-11-22,0.0,3.864,1,0,0,0,0,0,1
30066218,317391,2018-09-04,0.00055561727,1.794,0,1,0,0,0,1,0
26283938,1741548,2018-07-27,0.11101234,595.16943,0,1,0,0,0,1,0
29979553,1858295,2018-09-03,0.0043338146,211.11516,0,1,0,0,0,1,0
35774385,1488573,2018-11-15,0.0054450496,112.32169,0,1,0,0,0,0,1
58275539,317471,2019-07-31,0.000111123445,15.732,0,0,1,0,0,1,0
23778847,455201,2018-07-03,0.0,0.414,0,1,0,0,0,1,0
24536218,1557652,2018-07-10,0.0,823.3632,0,1,0,0,0,1,0
54742881,1910086,2019-06-25,0.0,15.318,0,0,1,0,1,0,0
14203270,1254178,2018-03-05,0.000111123445,159.781,0,1,0,1,0,0,0
31707923,794738,2018-10-01,0.0054450496,58.242256,0,1,0,0,0,0,1
62485100,2219903,2019-06-06,0.0,2.2908,0,0,1,0,1,0,0
5568492,1185130,2017-11-23,0.0,44.6568,1,0,0,0,0,0,1
39154456,1497777,2018-12-03,0.000111123445,98.854,0,1,0,0,0,0,1
7776050,349832,2017-12-22,0.0,78.9912,1,0,0,0,0,0,1
46077244,187061,2019-03-12,0.0,39.7716,0,0,1,1,0,0,0
59791158,2011915,2019-08-19,0.02211357,486.34723,0,0,1,0,0,1,0
57740477,20240,2019-07-26,0.033225916,50.758057,0,0,1,0,0,1,0
31285557,1240396,2018-09-24,0.0,19.872,0,1,0,0,0,1,0
47570328,92012,2019-03-28,0.00022224693,183.71173,0,0,1,1,0,0,0
25402431,978573,2018-07-18,0.00055561727,1.794,0,1,0,0,0,1,0
37702669,634077,2018-12-03,0.000111123445,248.998,0,1,0,0,0,0,1
12367593,1543076,2018-02-15,0.02211357,58.639835,0,1,0,1,0,0,0
10375966,577744,2018-01-19,0.0010001111,22.39188,0,1,0,1,0,0,0
31249047,576076,2018-09-24,0.00033337035,123.8274,0,1,0,0,0,1,0
4082465,968095,2017-11-13,0.000111123445,55.131,1,0,0,0,0,0,1
30598561,1976481,2018-09-12,0.00066674076,12.7748575,0,1,0,0,0,1,0
20033154,1773169,2018-05-22,0.02211357,52.976913,0,1,0,0,1,0,0
52366471,1486374,2019-05-31,0.0,1510.5756,0,0,1,0,1,0,0
7404186,187747,2017-12-19,0.011001223,29.457756,1,0,0,0,0,0,1
5700665,2192155,2017-11-29,0.0054450496,54.841385,1,0,0,0,0,0,1
42195144,636796,2019-01-25,0.0,49.4592,0,0,1,1,0,0,0
24243946,1998018,2018-07-02,0.000111123445,83.674,0,1,0,0,0,1,0
55779970,548753,2019-07-08,0.055450607,79.475395,0,0,1,0,0,1,0
57804409,309945,2019-07-25,0.000111123445,228.574,0,0,1,0,0,1,0
52098863,1786604,2019-05-29,0.0007778642,177.65085,0,0,1,0,1,0,0
58239238,1735982,2019-08-01,0.0,118.6524,0,0,1,0,0,1,0
25269209,559398,2018-07-18,0.000111123445,174.133,0,1,0,0,0,1,0
3872189,632774,2017-11-09,0.000111123445,114.563,1,0,0,0,0,0,1
14826265,1957305,2018-03-13,0.011001223,43.64112,0,1,0,1,0,0,0
23650686,1624489,2018-06-26,0.00033337035,52.9506,0,1,0,0,1,0,0
34991415,1594933,2018-11-06,0.000111123445,52.739,0,1,0,0,0,0,1
41941477,115030,2019-01-23,0.006556284,208.46526,0,0,1,1,0,0,0
40707338,61533,2019-01-04,0.0,7.4796,0,0,1,1,0,0,0
5446427,1521710,2017-11-23,0.00044449384,44.16368,1,0,0,0,0,0,1
46355408,2204910,2019-03-15,0.0,35.88,0,0,1,1,0,0,0
15276126,1911307,2018-03-16,0.00033337035,130.0167,0,1,0,1,0,0,0
59570178,1850163,2019-08-05,0.000111123445,46.713,0,0,1,0,0,1,0
18578566,1431070,2018-04-24,0.00044449384,24.16656,0,1,0,0,1,0,0
61019984,1920695,2019-08-29,0.011001223,128.2975,0,0,1,0,0,1,0
51220384,824422,2019-05-16,0.0,10.2396,0,0,1,0,1,0,0
56136366,198905,2019-07-10,0.0,21.5556,0,0,1,0,0,1,0
15358577,564984,2018-03-16,0.00022224693,4.186,0,1,0,1,0,0,0
37803068,250790,2018-12-05,0.0016668519,6.072,0,1,0,0,0,0,1
6281329,396683,2017-12-05,0.002666963,90.067635,1,0,0,0,0,0,1
48105391,1606013,2019-04-02,0.0,232.0608,0,0,1,0,1,0,0
3524431,606891,2017-09-29,0.0043338146,832.8355,1,0,0,0,0,1,0
36007104,50356,2018-11-15,0.055450607,354.5542,0,1,0,0,0,0,1
24829617,634214,2018-07-12,0.0,18.5196,0,1,0,0,0,1,0
57136749,1402626,2019-07-22,0.0010001111,127.6086,0,0,1,0,0,1,0
58062751,1894182,2019-08-01,0.0007778642,18.2988,0,0,1,0,0,1,0
40887613,557243,2019-01-11,0.000111123445,13.248,0,0,1,1,0,0,0
51807788,921309,2019-05-27,0.0,100.0776,0,0,1,0,1,0,0
1626371,1957799,2017-10-03,0.000111123445,50.462,1,0,0,0,0,0,1
23851199,553655,2018-07-02,0.00044449384,313.72,0,1,0,0,0,1,0
28905576,911709,2018-08-21,0.000111123445,122.199,0,1,0,0,0,1,0
