,client_id,date_order,quantity,sales_net,data_order_year_2017,data_order_year_2018,data_order_year_2019,data_order_quarter_1,data_order_quarter_2,data_order_quarter_3,data_order_quarter_4
48960550,31271,2019-04-11,0.000111123445,45.701,0,0,1,0,1,0,0
55761246,296837,2019-07-04,0.0007778642,34.74035,0,0,1,0,0,1,0
47945948,1440389,2019-04-01,0.2221358,101.2253,0,0,1,0,1,0,0
57618584,1552804,2019-07-18,0.0,954.6564,0,0,1,0,0,1,0
58589579,679860,2019-08-06,0.0,124.5588,0,0,1,0,0,1,0
24434299,533759,2018-07-06,0.0010001111,221.8902,0,1,0,0,0,1,0
23939093,1893511,2018-07-04,0.00044449384,392.2512,0,1,0,0,0,1,0
60435514,1736017,2019-08-23,0.00022224693,10.7548,0,0,1,0,0,1,0
11906934,1152568,2018-02-09,0.000111123445,3.818,0,1,0,1,0,0,0
35819107,918674,2018-11-13,0.0,20.2584,0,1,0,0,0,0,1
30731772,1242493,2018-09-12,0.0,48.4656,0,1,0,0,0,1,0
51944347,1468024,2019-05-24,0.000111123445,287.661,0,0,1,0,1,0,0
51960068,2257258,2019-05-28,0.000111123445,173.558,0,0,1,0,1,0,0
38141401,103589,2018-12-10,0.055450607,95.77568,0,1,0,0,0,0,1
27777086,1807762,2018-08-15,0.0,2.484,0,1,0,0,0,1,0
42832666,1561399,2019-01-24,0.00022224693,179.0964,0,0,1,1,0,0,0
51921622,234075,2019-05-13,0.011001223,6.250296,0,0,1,0,1,0,0
27399059,1060289,2018-08-06,0.0,108.468,0,1,0,0,0,1,0
58484494,1848241,2019-08-05,0.13323703,34.38552,0,0,1,0,0,1,0
43654416,1312396,2019-02-11,0.011001223,25.352531,0,0,1,1,0,0,0
61382732,934103,2019-09-02,0.0007778642,36.5976,0,0,1,0,0,1,0
23160881,70625,2018-06-26,0.0,22.9356,0,1,0,0,1,0,0
32260630,1407962,2018-10-03,0.0,68.034,0,1,0,0,0,0,1
46365010,1911392,2019-03-18,0.0,396.5292,0,0,1,1,0,0,0
38946599,94750,2018-12-18,0.02211357,64.819244,0,1,0,0,0,0,1
33057916,1881832,2018-10-11,0.000111123445,24.288,0,1,0,0,0,0,1
21940875,687584,2018-06-13,0.0,68.586,0,1,0,0,1,0,0
21796754,2157264,2018-06-11,0.0,37.8396,0,1,0,0,1,0,0
52983883,2012785,2019-06-07,0.0010001111,22.7976,0,0,1,0,1,0,0
35733436,1967656,2018-11-14,0.0018890988,498.0241,0,1,0,0,0,0,1
11749700,1508436,2018-02-08,0.0,36.3768,0,1,0,1,0,0,0
532461,253616,2017-10-13,0.00044449384,207.3588,1,0,0,0,0,0,1
20067187,1287250,2018-02-14,0.0,1.1592,0,1,0,1,0,0,0
22358365,59558,2018-06-15,0.0,29.2008,0,1,0,0,1,0,0
11137947,1250871,2018-01-30,0.0054450496,13.938,0,1,0,1,0,0,0
18378922,1660390,2018-04-18,0.0,71.5944,0,1,0,0,1,0,0
3547683,2249185,2017-11-03,0.0,27.324,1,0,0,0,0,0,1
61883271,2066401,2019-09-04,0.02211357,88.5408,0,0,1,0,0,1,0
7115531,795924,2017-12-13,0.0,14.7108,1,0,0,0,0,0,1
1224709,996794,2017-10-17,0.0054450496,74.87494,1,0,0,0,0,0,1
20745728,912049,2018-05-30,0.000111123445,110.4,0,1,0,0,1,0,0
41415172,210082,2019-01-11,0.0054450496,132.20657,0,0,1,1,0,0,0
59412644,1072318,2019-07-25,0.0,115.8924,0,0,1,0,0,1,0
30739996,2086022,2018-09-06,0.0010001111,61.20576,0,1,0,0,0,1,0
7954626,521232,2017-12-25,0.0,4.8852,1,0,0,0,0,0,1
44524905,1523334,2019-02-26,0.00044449384,0.02024,0,0,1,1,0,0,0
56509786,1302839,2019-07-15,0.0,49.9284,0,0,1,0,0,1,0
25853883,66721,2018-06-19,0.0,4.2228,0,1,0,0,1,0,0
7855078,1197366,2017-12-22,0.0054450496,938.492,1,0,0,0,0,0,1
30755773,1474648,2018-09-12,0.055450607,108.26335,0,1,0,0,0,1,0
48102924,1323893,2019-04-01,0.000111123445,4.048,0,0,1,0,1,0,0
35650200,103112,2018-11-12,0.00055561727,81.7466,0,1,0,0,0,0,1
54133021,109269,2019-06-18,0.0,328.7712,0,0,1,0,1,0,0
10093405,805296,2018-01-02,0.0,14.628,0,1,0,1,0,0,0
32778736,1002348,2018-10-10,0.0,7.1208,0,1,0,0,0,0,1
62546181,1191714,2019-09-04,0.0,92.5152,0,0,1,0,0,1,0
15678056,1395613,2018-01-31,0.0054450496,36.79632,0,1,0,1,0,0,0
47067854,674583,2019-03-19,0.011001223,73.0434,0,0,1,1,0,0,0
23539816,1885850,2018-06-29,0.0,20.562,0,1,0,0,1,0,0
1173543,839500,2017-10-12,0.0,54.0684,1,0,0,0,0,0,1
29093287,937550,2018-08-27,0.0,27.7104,0,1,0,0,0,1,0
31463330,503490,2018-09-19,0.0,1.2144,0,1,0,0,0,1,0
40200912,2115229,2019-01-01,0.0010001111,14.7798,0,0,1,1,0,0,0
26437686,1765569,2018-07-31,0.00022224693,69.53053,0,1,0,0,0,1,0
21538030,1071321,2018-06-07,0.000111123445,3128.0,0,1,0,0,1,0,0
57767469,159867,2019-07-26,0.00022224693,5.2164,0,0,1,0,0,1,0
61552490,668570,2019-09-03,0.0010001111,142.968,0,0,1,0,0,1,0
16034003,777210,2018-03-26,0.000111123445,16.215,0,1,0,1,0,0,0
28660564,1547889,2018-08-22,0.0010001111,15.34008,0,1,0,0,0,1,0
53530357,1816517,2019-06-06,0.000111123445,12.995,0,0,1,0,1,0,0
26583842,245211,2018-07-31,0.0,4.6368,0,1,0,0,0,1,0
17621968,200803,2018-04-16,0.006556284,16.698,0,1,0,0,1,0,0
20728724,842138,2018-05-30,0.0,31.3536,0,1,0,0,1,0,0
14171073,838387,2018-03-06,0.000111123445,0.69,0,1,0,1,0,0,0
53246447,2028781,2019-06-10,0.02211357,366.70648,0,0,1,0,1,0,0
27676368,1172097,2018-08-09,0.0,63.7284,0,1,0,0,0,1,0
58736554,1396317,2019-08-07,0.00022224693,21.1232,0,0,1,0,0,1,0
2794859,969140,2017-10-31,0.0054450496,70.00593,1,0,0,0,0,0,1
49409447,970981,2019-04-17,0.0,18.3816,0,0,1,0,1,0,0
50082749,712876,2019-04-25,0.0,30.084,0,0,1,0,1,0,0
26980824,1179362,2018-08-02,0.000111123445,222.41,0,1,0,0,0,1,0
45114282,1977809,2019-02-27,0.0,92.3772,0,0,1,1,0,0,0
15979644,932014,2018-03-26,0.011001223,120.10554,0,1,0,1,0,0,0
1496974,619744,2017-10-23,0.000111123445,11.868,1,0,0,0,0,0,1
23002200,1230496,2018-06-22,0.0010001111,21.03948,0,1,0,0,1,0,0
60316677,1157631,2019-08-22,0.00044449384,6.59824,0,0,1,0,0,1,0
13117894,1346775,2018-02-22,0.0,7.038,0,1,0,1,0,0,0
20045755,133384,2018-05-17,0.0043338146,458.1117,0,1,0,0,1,0,0
18334537,1684079,2018-04-20,0.0,135.24,0,1,0,0,1,0,0
62994261,894983,2019-09-11,0.0012223581,76.13,0,0,1,0,0,1,0
19570980,854451,2018-05-15,0.000111123445,97.773,0,1,0,0,1,0,0
37277772,2068422,2018-11-29,0.0,33.7824,0,1,0,0,0,0,1
53878311,226367,2019-06-17,0.0054450496,43.82107,0,0,1,0,1,0,0
18836235,591977,2018-04-26,0.0010001111,7.61208,0,1,0,0,1,0,0
3789525,1480154,2017-11-08,0.0,97.1796,1,0,0,0,0,0,1
26761358,1785644,2018-08-02,0.0,24.84,0,1,0,0,0,1,0
61958797,677556,2019-09-09,0.0,31.4916,0,0,1,0,0,1,0
21738260,263056,2018-05-28,0.0015557284,162.64006,0,1,0,0,1,0,0
60417888,118261,2019-06-25,0.001444605,1734.2,0,0,1,0,1,0,0
18110923,1592247,2018-04-16,0.0,58.8708,0,1,0,0,1,0,0
6118440,942459,2017-12-05,0.011001223,129.0002,1,0,0,0,0,0,1
41302453,2268786,2018-12-24,0.000111123445,55.66,0,1,0,0,0,0,1
58434845,2112487,2019-08-05,0.011001223,38.537327,0,0,1,0,0,1,0
12930912,772354,2018-02-15,0.011001223,451.55615,0,1,0,1,0,0,0
62489293,1717157,2019-09-13,0.0018890988,6.808,0,0,1,0,0,1,0
62803606,681753,2019-08-21,0.0093343705,673.03345,0,0,1,0,0,1,0
27222617,1815665,2018-08-08,0.0,118.9836,0,1,0,0,0,1,0
41157167,1966297,2018-12-24,0.0,59.3952,0,1,0,0,0,0,1
41781613,664162,2019-01-08,0.00033337035,963.171,0,0,1,1,0,0,0
6337388,1766746,2017-12-06,0.0010001111,127.66656,1,0,0,0,0,0,1
47221639,1171485,2019-03-08,0.0,112.1664,0,0,1,1,0,0,0
32318553,12876,2018-10-05,0.000111123445,55.2,0,1,0,0,0,0,1
61354586,1014217,2019-09-03,0.0,2.1804,0,0,1,0,0,1,0
50246653,1177831,2019-04-16,0.000111123445,85.974,0,0,1,0,1,0,0
12110875,1407033,2018-02-13,0.0054450496,221.24252,0,1,0,1,0,0,0
28854089,1194417,2018-08-23,0.00044449384,26.79776,0,1,0,0,0,1,0
5643955,1012620,2017-11-27,0.0012223581,14.585834,1,0,0,0,0,0,1
4693484,1080520,2017-11-09,0.0,8.004,1,0,0,0,0,0,1
56016196,795267,2019-07-09,0.0,150.558,0,0,1,0,0,1,0
26851242,1345068,2018-08-06,0.0012223581,174.41667,0,1,0,0,0,1,0
42462831,609652,2019-01-25,0.00044449384,4.53376,0,0,1,1,0,0,0
4281339,156430,2017-11-14,0.011001223,29.827597,1,0,0,0,0,0,1
33599888,2243383,2018-10-19,0.0,86.4708,0,1,0,0,0,0,1
8594273,1283771,2017-12-29,0.0,53.0196,1,0,0,0,0,0,1
31580355,569729,2018-09-25,0.0,83.9868,0,1,0,0,0,1,0
34500384,2016051,2018-10-25,0.0,0.966,0,1,0,0,0,0,1
7153023,1731983,2017-12-08,0.0021113458,106.42698,1,0,0,0,0,0,1
2694024,1479235,2017-10-17,0.0,17.6916,1,0,0,0,0,0,1
21404104,155044,2018-05-21,0.0,194.9664,0,1,0,0,1,0,0
47731413,848962,2019-03-27,0.0,5.6028,0,0,1,1,0,0,0
45977049,960596,2019-03-12,0.0021113458,7.544,0,0,1,1,0,0,0
38052979,608658,2018-12-10,0.0,177.1644,0,1,0,0,0,0,1
754805,1186305,2017-10-09,0.0015557284,169.06656,1,0,0,0,0,0,1
20477571,1094636,2018-05-23,0.0,4.9128,0,1,0,0,1,0,0
36737233,1032541,2018-11-23,0.00033337035,127.9881,0,1,0,0,0,0,1
36162126,1324231,2018-11-16,0.0,24.9504,0,1,0,0,0,0,1
26968517,352653,2018-08-07,0.0010001111,12.82848,0,1,0,0,0,1,0
22638356,1614636,2018-06-19,0.00022224693,166.90334,0,1,0,0,1,0,0
236121,1212645,2017-10-05,0.0054450496,67.72009,1,0,0,0,0,0,1
54990140,2164481,2019-06-25,0.000111123445,83.72,0,0,1,0,1,0,0
1181384,980870,2017-10-12,0.00044449384,64.768,1,0,0,0,0,0,1
61561148,128128,2019-08-29,0.000111123445,2.852,0,0,1,0,0,1,0
56057114,2142011,2019-07-11,0.000111123445,7.061,0,0,1,0,0,1,0
9905278,659018,2018-01-16,0.0,871.332,0,1,0,1,0,0,0
48916800,441182,2019-04-11,0.00033337035,154.5669,0,0,1,0,1,0,0
32970275,1013456,2018-10-15,0.0,7.176,0,1,0,0,0,0,1
47369411,1285187,2019-03-26,0.000111123445,22.31,0,0,1,1,0,0,0
59453286,1612277,2019-08-12,0.0,362.664,0,0,1,0,0,1,0
42263968,107604,2019-01-25,0.00022224693,23.677732,0,0,1,1,0,0,0
22624149,2126370,2018-06-20,0.000111123445,7554.557,0,1,0,0,1,0,0
3060785,289709,2017-11-02,0.00033337035,357.2613,1,0,0,0,0,0,1
47095890,551651,2019-03-20,0.0,233.2752,0,0,1,1,0,0,0
8650863,1673444,2018-01-02,0.0,1565.9136,0,1,0,1,0,0,0
49196525,559383,2019-04-17,0.001444605,51.320885,0,0,1,0,1,0,0
40334672,1748970,2018-12-31,0.0,30.498,0,1,0,0,0,0,1
25975437,392404,2018-07-17,0.0010001111,173.3004,0,1,0,0,0,1,0
18105806,1049145,2018-04-18,0.000111123445,98.624,0,1,0,0,1,0,0
59345037,486416,2019-08-09,0.0,495.282,0,0,1,0,0,1,0
25725700,1075650,2018-07-20,0.00022224693,26.9192,0,1,0,0,0,1,0
6842570,1298057,2017-12-08,0.000111123445,58.489,1,0,0,0,0,0,1
51945237,2167778,2019-05-27,0.00611179,20.792,0,0,1,0,1,0,0
56809453,2176518,2019-07-09,0.0011112345,29.585527,0,0,1,0,0,1,0
18867412,1693644,2018-04-27,0.0,15.9528,0,1,0,0,1,0,0
34640937,1814865,2018-10-30,0.0,4.278,0,1,0,0,0,0,1
14044412,554606,2018-02-27,0.0021113458,5.658,0,1,0,1,0,0,0
11575838,2071999,2018-02-01,0.00044449384,44.9328,0,1,0,1,0,0,0
34123895,1121492,2018-09-11,0.0012223581,20.450834,0,1,0,0,0,1,0
41699006,417576,2019-01-17,0.002666963,9.384,0,0,1,1,0,0,0
18360836,2141922,2018-04-19,0.0,447.0372,0,1,0,0,1,0,0
12114539,1098127,2018-01-31,0.00044449384,19.41016,0,1,0,1,0,0,0
59431084,1463386,2019-08-12,0.011001223,51.3153,0,0,1,0,0,1,0
58047816,1216798,2019-07-31,0.0,50.4528,0,0,1,0,0,1,0
2491027,283625,2017-10-18,0.000111123445,9.913,1,0,0,0,0,0,1
47376299,418450,2019-03-15,0.0,11.9232,0,0,1,1,0,0,0
41886629,1568811,2019-01-23,0.00022224693,41.6668,0,0,1,1,0,0,0
44981765,1780788,2019-02-28,0.0,346.9872,0,0,1,1,0,0,0
37587089,375110,2018-12-03,0.0043338146,226.68983,0,1,0,0,0,0,1
61986857,471172,2019-09-05,0.011001223,23.188969,0,0,1,0,0,1,0
48506024,1801683,2019-04-06,0.00033337035,50.0112,0,0,1,0,1,0,0
49600834,1900664,2019-04-19,0.0,3.45,0,0,1,0,1,0,0
26456014,330472,2018-08-01,0.0018890988,155.78973,0,1,0,0,0,1,0
28214765,481734,2018-07-27,0.13323703,32.26864,0,1,0,0,0,1,0
11103356,31761,2018-01-30,0.011001223,105.4044,0,1,0,1,0,0,0
20196488,1417660,2018-05-21,0.00033337035,30.6567,0,1,0,0,1,0,0
39746503,1314676,2018-12-25,0.00066674076,35.387142,0,1,0,0,0,0,1
39882538,1178315,2018-12-25,0.0,182.8776,0,1,0,0,0,0,1
15549204,682077,2018-03-20,0.011001223,217.2995,0,1,0,1,0,0,0
5050027,2214513,2017-11-20,0.011001223,2.921736,1,0,0,0,0,0,1
7755069,1828031,2017-12-22,0.0,10.902,1,0,0,0,0,0,1
48792066,1668756,2019-04-12,0.00044449384,8.2984,0,0,1,0,1,0,0
26924407,1463358,2018-08-07,0.00044449384,317.32272,0,1,0,0,0,1,0
59757245,1868585,2019-08-15,0.0,583.6296,0,0,1,0,0,1,0
48791619,1616101,2019-04-02,0.0,24.84,0,0,1,0,1,0,0
31230048,1026560,2018-09-24,0.0054450496,59.896233,0,1,0,0,0,1,0
55867478,360757,2019-04-22,0.00033337035,92.6532,0,0,1,0,1,0,0
3277928,2095387,2017-10-18,0.00055561727,26.9698,1,0,0,0,0,0,1
53988120,1994945,2018-12-05,0.00055561727,32.909935,0,1,0,0,0,0,1
1566757,608343,2017-09-29,0.00033337035,55.1655,1,0,0,0,0,1,0
28216177,1705967,2018-08-14,0.0021113458,98.05314,0,1,0,0,0,1,0
2408467,2034881,2017-10-31,0.0,782.874,1,0,0,0,0,0,1
61818360,1402727,2019-09-06,0.00044449384,75.65712,0,0,1,0,0,1,0
61225592,751713,2019-08-28,0.0021113458,66.82098,0,0,1,0,0,1,0
29452137,1923475,2018-08-30,0.0,31.4916,0,1,0,0,0,1,0
40681277,639047,2019-01-04,0.00044449384,221.58752,0,0,1,1,0,0,0
29534182,123364,2018-08-29,0.000111123445,204.884,0,1,0,0,0,1,0
14501570,1229867,2018-03-08,0.000111123445,12.328,0,1,0,1,0,0,0
36155452,462359,2018-10-10,0.02211357,32.61253,0,1,0,0,0,0,1
853650,136378,2017-09-29,0.0,10.7916,1,0,0,0,0,1,0
18419159,1864901,2018-04-16,0.0,0.2208,0,1,0,0,1,0,0
14780191,689300,2018-03-09,0.0021113458,29.21414,0,1,0,1,0,0,0
60510543,345943,2019-08-23,0.0054450496,172.51527,0,0,1,0,0,1,0
62845119,1015520,2019-09-18,0.0,149.4816,0,0,1,0,0,1,0
48537842,1616402,2019-04-08,0.0,16.284,0,0,1,0,1,0,0
11450550,1148297,2018-01-30,0.0,109.02,0,1,0,1,0,0,0
35875988,1552980,2018-11-08,0.00033337035,90.2727,0,1,0,0,0,0,1
30506544,1841746,2018-09-10,0.0,22.5768,0,1,0,0,0,1,0
34280211,2204654,2018-10-30,0.006556284,22.264,0,1,0,0,0,0,1
60576154,2120170,2019-08-23,0.0018890988,150.1164,0,0,1,0,0,1,0
32925279,1946333,2018-10-11,0.0,190.1088,0,1,0,0,0,0,1
22434847,264820,2018-06-05,0.0,2.9808,0,1,0,0,1,0,0
55153237,694342,2019-07-01,0.0,18.1884,0,0,1,0,0,1,0
35456201,291940,2018-09-11,0.000111123445,135.884,0,1,0,0,0,1,0
39721616,1658574,2018-12-26,0.00022224693,13.116134,0,1,0,0,0,0,1
53113054,1324146,2019-06-06,0.0007778642,82.501,0,0,1,0,1,0,0
32843342,1785525,2018-10-11,0.04433826,0.073692,0,1,0,0,0,0,1
5535855,921974,2017-11-27,0.0,5.106,1,0,0,0,0,0,1
14360746,2000548,2018-02-21,0.000111123445,55.361,0,1,0,1,0,0,0
5039337,1492229,2017-10-25,0.0,438.84,1,0,0,0,0,0,1
34196998,1335899,2018-10-26,0.0,21.7488,0,1,0,0,0,0,1
26380120,646082,2018-08-01,0.0,95.4684,0,1,0,0,0,1,0
49902572,890707,2019-04-23,0.000111123445,13.915,0,0,1,0,1,0,0
56677973,180466,2019-07-16,0.0,45.4572,0,0,1,0,0,1,0
46647148,1275836,2019-03-08,0.0,59.3676,0,0,1,1,0,0,0
22028881,2170427,2018-06-05,0.0,34.8312,0,1,0,0,1,0,0
26444158,277917,2018-07-26,0.000111123445,1.932,0,1,0,0,0,1,0
55796657,1765043,2019-07-09,0.0,18.2436,0,0,1,0,0,1,0
51122376,1175759,2019-05-14,0.0055561727,26.569962,0,0,1,0,1,0,0
26410565,1418760,2018-07-31,0.000111123445,23.391,0,1,0,0,0,1,0
39612359,1278245,2018-12-26,0.0043338146,9.76212,0,1,0,0,0,0,1
36210543,1655508,2018-11-19,0.0,0.2208,0,1,0,0,0,0,1
6100520,484642,2017-12-04,0.00033337035,20.4309,1,0,0,0,0,0,1
44964350,1678916,2019-02-27,0.00055561727,21.627666,0,0,1,1,0,0,0
19273051,21424,2018-05-01,0.000111123445,52.118,0,1,0,0,1,0,0
62920143,1826881,2019-09-13,0.0,275.4756,0,0,1,0,0,1,0
35857062,492963,2018-11-13,0.00066674076,18.492,0,1,0,0,0,0,1
7261396,254812,2017-12-15,0.006556284,794.52795,1,0,0,0,0,0,1
8498167,1879146,2017-12-29,0.000111123445,10.166,1,0,0,0,0,0,1
25726402,756467,2018-07-23,0.000111123445,0.69,0,1,0,0,0,1,0
54042673,1255733,2019-06-19,0.0,20.0928,0,0,1,0,1,0,0
61000979,1525052,2019-08-28,0.000111123445,30.222,0,0,1,0,0,1,0
29151496,526447,2018-08-24,0.0010001111,71.81244,0,1,0,0,0,1,0
38736477,1852207,2018-12-17,0.0,250.3872,0,1,0,0,0,0,1
31425323,720790,2018-09-25,0.0,0.552,0,1,0,0,0,1,0
49698385,207236,2019-04-17,0.0054450496,40.903385,0,0,1,0,1,0,0
47392164,1000699,2018-12-24,0.0,20.5896,0,1,0,0,0,0,1
62818413,1972919,2019-09-13,0.011001223,128.2975,0,0,1,0,0,1,0
29381193,255794,2018-08-30,0.0,52.4676,0,1,0,0,0,1,0
2114442,841456,2017-09-28,0.00033337035,471.9807,1,0,0,0,0,1,0
47364099,479969,2019-03-26,0.0,821.2656,0,0,1,1,0,0,0
42907875,1907659,2019-01-30,0.0,9.0804,0,0,1,1,0,0,0
9979374,102186,2018-01-17,0.00066674076,16.540285,0,1,0,1,0,0,0
32236593,1333348,2018-10-02,0.011001223,46.803253,0,1,0,0,0,0,1
55849765,1463901,2019-07-08,0.000111123445,268.18,0,0,1,0,0,1,0
28880148,2201077,2018-08-21,0.000111123445,8.855,0,1,0,0,0,1,0
45304425,819814,2019-03-01,0.000111123445,58.236,0,0,1,1,0,0,0
57189902,941673,2019-07-22,0.00044449384,54.20272,0,0,1,0,0,1,0
1373538,12840,2017-10-09,0.0,6.0996,1,0,0,0,0,0,1
8233832,2148246,2017-12-28,0.055450607,344.88455,1,0,0,0,0,0,1
25401440,1380248,2018-07-17,0.0,39.192,0,1,0,0,0,1,0
61176732,1731876,2019-08-22,0.0,20.5068,0,0,1,0,0,1,0
9777765,2017990,2017-12-27,0.0,26.2752,1,0,0,0,0,0,1
48329593,1849387,2019-04-08,0.011001223,78.332115,0,0,1,0,1,0,0
23121828,938174,2018-06-20,0.0,37.2324,0,1,0,0,1,0,0
20247653,2248612,2018-05-23,0.00044449384,470.4788,0,1,0,0,1,0,0
26419651,1784173,2018-07-31,0.0,165.048,0,1,0,0,0,1,0
51275652,1175759,2019-05-17,0.0054450496,152.35164,0,0,1,0,1,0,0
26449766,667459,2018-07-31,0.000111123445,79.672,0,1,0,0,0,1,0
33507976,548753,2018-09-26,0.055450607,271.6714,0,1,0,0,0,1,0
15456748,1493155,2018-03-06,0.0054450496,85.57932,0,1,0,1,0,0,0
62926340,1678157,2019-09-03,0.001444605,5869.6,0,0,1,0,0,1,0
33932878,1947308,2018-10-23,0.0,57.9048,0,1,0,0,0,0,1
32935883,492273,2018-10-10,0.00033337035,43.4907,0,1,0,0,0,0,1
62285189,554434,2019-09-10,0.00022224693,26.425467,0,0,1,0,0,1,0
58400695,1061219,2019-08-02,0.0,4.3332,0,0,1,0,0,1,0
51715943,905070,2019-05-24,0.0,46.5336,0,0,1,0,1,0,0
16828977,2019651,2018-04-03,0.0,9.1908,0,1,0,0,1,0,0
23120813,1461561,2018-06-25,0.0,17.9676,0,1,0,0,1,0,0
35079712,636307,2018-11-05,0.0010001111,7.18704,0,1,0,0,0,0,1
17821976,63998,2018-04-03,0.0021113458,50.03558,0,1,0,0,1,0,0
22655537,2102335,2018-06-19,0.000111123445,218.5,0,1,0,0,1,0,0
20758144,1262113,2018-05-29,0.0,168.498,0,1,0,0,1,0,0
9009098,1823031,2018-01-03,0.0,75.6516,0,1,0,1,0,0,0
27625785,2270704,2018-08-14,0.02211357,236.03502,0,1,0,0,0,1,0
2157593,162277,2017-10-24,0.0,27.2688,1,0,0,0,0,0,1
12840548,2097513,2018-02-19,0.0,8.5284,0,1,0,1,0,0,0
58614673,282316,2019-08-06,0.00033337035,11.2608,0,0,1,0,0,1,0
9913674,951257,2018-01-15,0.0,223.4496,0,1,0,1,0,0,0
34351650,894852,2018-10-24,0.011001223,30.5118,0,1,0,0,0,0,1
17237890,1362985,2018-04-10,0.0,153.2352,0,1,0,0,1,0,0
4607860,1609560,2017-11-15,0.00044449384,103.30496,1,0,0,0,0,0,1
9331099,1365251,2018-01-08,0.0,38.2536,0,1,0,1,0,0,0
32544534,324852,2018-10-09,0.0,13.2204,0,1,0,0,0,0,1
58831545,1192937,2019-08-07,0.027669743,321.81433,0,0,1,0,0,1,0
22798164,1532774,2018-06-19,0.00033337035,65.4534,0,1,0,0,1,0,0
4520695,1255733,2017-11-16,0.0,42.1728,1,0,0,0,0,0,1
47403460,1111972,2019-03-26,0.26658517,157.4632,0,0,1,1,0,0,0
19724189,1869986,2018-05-16,0.00044449384,141.68,0,1,0,0,1,0,0
7288547,1566807,2017-12-19,0.0,76.2312,1,0,0,0,0,0,1
2165987,400154,2017-10-30,0.00033337035,38.6262,1,0,0,0,0,0,1
16653205,3246,2018-03-28,0.0,10.4328,0,1,0,1,0,0,0
60706364,566169,2019-08-27,0.000111123445,244.812,0,0,1,0,0,1,0
40102330,188926,2018-12-28,0.03989332,235.40489,0,1,0,0,0,0,1
24794981,1755244,2018-06-14,0.011001223,181.2216,0,1,0,0,1,0,0
44330960,1407707,2019-02-21,0.0,12.144,0,0,1,1,0,0,0
38224506,128637,2018-12-10,0.0,55.752,0,1,0,0,0,0,1
46696859,252,2019-03-18,0.0043338146,169.01135,0,0,1,1,0,0,0
19763874,17710,2018-03-28,0.0,1759.6656,0,1,0,1,0,0,0
31585533,1134837,2018-09-26,0.010890099,133.6484,0,1,0,0,0,1,0
3902970,431467,2017-11-08,0.0010001111,145.6728,1,0,0,0,0,0,1
17946378,412517,2018-04-16,0.011001223,60.54281,0,1,0,0,1,0,0
15562385,525304,2018-03-19,0.0008889877,121.427734,0,1,0,1,0,0,0
15546634,2114587,2018-03-19,0.0007778642,38.0443,0,1,0,1,0,0,0
5307797,696147,2017-11-09,0.0,126.1044,1,0,0,0,0,0,1
5315858,264820,2017-11-23,0.0,61.1616,1,0,0,0,0,0,1
61734061,655983,2019-09-02,0.0021113458,397.02185,0,0,1,0,0,1,0
31276891,782913,2018-09-04,0.000111123445,448.5,0,1,0,0,0,1,0
61971068,773741,2019-09-05,0.0,23.8464,0,0,1,0,0,1,0
20902060,1044905,2018-05-29,0.0,18.8784,0,1,0,0,1,0,0
48279930,2011343,2019-04-08,0.011001223,151.78233,0,0,1,0,1,0,0
3400679,1708319,2017-10-18,0.0010001111,55.68024,1,0,0,0,0,0,1
21086459,1295199,2018-05-31,0.0021113458,52.56282,0,1,0,0,1,0,0
48477101,1570180,2019-04-09,0.0032225805,16.2748,0,0,1,0,1,0,0
17602489,1725852,2018-04-12,0.00033337035,139.932,0,1,0,0,1,0,0
2939946,783562,2017-10-18,0.0010001111,297.6246,1,0,0,0,0,0,1
45104894,1927659,2019-03-01,0.011001223,45.823177,0,0,1,1,0,0,0
23176073,2039463,2018-06-21,0.00033337035,108.7164,0,1,0,0,1,0,0
59655110,2188634,2019-08-15,0.0,51.4188,0,0,1,0,0,1,0
62916781,1705796,2019-09-13,0.0,699.2736,0,0,1,0,0,1,0
62539368,253616,2019-09-11,0.0,65.274,0,0,1,0,0,1,0
27910739,1152327,2018-08-16,0.0,20.3688,0,1,0,0,0,1,0
19687015,330291,2018-05-14,0.0,6.8172,0,1,0,0,1,0,0
40398183,752372,2019-01-01,0.011001223,25.14912,0,0,1,1,0,0,0
56957552,345535,2019-07-18,0.00055561727,28.006332,0,0,1,0,0,1,0
52491654,1853481,2019-06-03,0.00055561727,45.587532,0,0,1,0,1,0,0
29713857,2049411,2018-09-04,0.0,2.2908,0,1,0,0,0,1,0
40846291,562648,2018-12-25,0.0,45.3468,0,1,0,0,0,0,1
39516531,2126953,2018-12-24,0.0018890988,71.54073,0,1,0,0,0,0,1
30808063,697544,2018-09-13,0.0,172.224,0,1,0,0,0,1,0
8925525,1231271,2018-01-01,0.00066674076,24.288,0,1,0,1,0,0,0
1861099,2227077,2017-09-27,0.000111123445,181.401,1,0,0,0,0,1,0
47288484,374803,2019-03-22,0.0,2.76,0,0,1,1,0,0,0
44292244,914279,2019-02-21,0.0,149.2884,0,0,1,1,0,0,0
15135469,1492994,2018-03-15,0.0,4.3332,0,1,0,1,0,0,0
24469202,507178,2018-07-04,0.0,108.744,0,1,0,0,0,1,0
21553580,1194105,2018-06-07,0.011001223,14.923044,0,1,0,0,1,0,0
26886454,273525,2018-08-07,0.0,1176.45,0,1,0,0,0,1,0
5374393,1402903,2017-11-17,0.001444605,59.077145,1,0,0,0,0,0,1
